enrollment_id,student_id,course_id,enrollment_date,completion_status
847,275,16,2025-09-15,Active
848,453,14,2024-03-06,Active
849,498,12,2025-11-12,Completed
850,73,17,2023-08-13,Completed
851,370,16,2025-06-03,Completed
852,264,10,2025-04-18,Active
853,23,14,2025-07-24,Dropped
854,84,19,2023-09-30,Active
855,406,19,2025-05-18,Active
856,253,3,2025-12-06,Dropped
857,192,7,2025-11-19,Active
858,23,11,2024-08-08,Completed
859,421,6,2025-10-01,Active
860,47,13,2023-10-29,Completed
861,60,4,2024-06-19,Completed
862,327,9,2026-04-28,Active
863,439,2,2026-01-07,Completed
864,139,18,2025-12-13,Active
865,353,4,2024-07-20,Completed
866,186,3,2025-12-31,Completed
867,474,18,2026-03-21,Completed
868,273,9,2026-02-20,Completed
869,408,11,2026-06-01,Completed
870,407,13,2024-11-20,Completed
871,441,20,2024-12-03,Completed
872,146,20,2024-10-22,Active
873,169,4,2024-07-15,Completed
874,234,11,2025-04-22,Dropped
875,402,16,2025-05-04,Active
876,35,10,2024-10-17,Active
877,308,9,2023-12-16,Active
878,13,15,2023-12-16,Completed
879,482,6,2026-02-25,Completed
880,486,10,2024-11-06,Active
881,136,7,2024-04-26,Completed
882,86,19,2023-12-24,Active
883,302,19,2026-02-21,Dropped
884,328,14,2024-04-16,Active
885,352,13,2025-07-13,Active
886,362,10,2025-07-24,Active
887,375,1,2024-05-19,Active
888,172,8,2026-05-18,Active
889,478,5,2024-04-17,Completed
890,57,15,2023-12-24,Active
891,63,18,2025-10-15,Completed
892,60,20,2025-04-08,Active
893,68,1,2024-08-03,Completed
894,111,17,2026-05-29,Active
895,175,1,2024-05-18,Completed
896,339,18,2024-03-22,Active
897,317,16,2023-12-14,Active
898,433,2,2023-12-03,Active
899,262,13,2026-06-24,Active
900,360,20,2024-07-05,Active
901,159,13,2024-04-02,Completed
902,441,8,2025-10-21,Active
903,441,4,2024-06-18,Completed
904,469,19,2025-02-04,Completed
905,334,20,2023-08-27,Dropped
906,215,10,2024-03-20,Completed
907,204,19,2025-11-22,Completed
908,401,3,2023-12-28,Completed
909,363,16,2024-04-29,Active
910,347,2,2026-03-05,Active
911,309,5,2024-11-20,Active
912,375,14,2025-08-05,Active
913,360,13,2023-09-05,Completed
914,84,1,2025-06-18,Active
915,51,9,2023-11-02,Active
916,124,1,2024-06-22,Active
917,173,9,2025-07-16,Dropped
918,68,20,2025-09-22,Active
919,89,9,2023-11-02,Dropped
920,47,6,2024-01-24,Completed
921,438,5,2025-03-08,Active
922,52,8,2026-03-07,Completed
923,172,12,2025-01-07,Active
924,266,3,2026-04-18,Completed
925,458,16,2024-02-13,Active
926,85,5,2025-06-30,Completed
927,221,14,2025-08-04,Active
928,414,17,2025-08-29,Dropped
929,230,17,2024-11-11,Active
930,364,11,2023-10-29,Active
931,88,2,2023-09-09,Active
932,431,18,2024-02-17,Completed
933,379,8,2025-01-01,Active
934,121,11,2026-02-06,Active
935,417,12,2024-10-15,Active
936,340,13,2026-04-29,Dropped
937,182,13,2023-09-09,Active
938,365,5,2024-10-23,Active
939,174,17,2025-12-03,Active
940,281,15,2024-12-21,Active
941,457,16,2023-10-27,Dropped
942,316,7,2025-09-26,Active
943,93,19,2024-11-27,Completed
944,460,3,2024-06-03,Active
945,61,17,2024-03-01,Active
946,55,2,2025-02-12,Dropped
947,188,19,2023-11-03,Active
948,384,3,2024-05-26,Completed
949,288,19,2023-12-21,Dropped
950,497,11,2025-04-21,Completed
951,342,9,2024-07-11,Active
952,115,16,2025-07-04,Active
953,337,6,2024-07-20,Active
954,229,16,2024-07-15,Completed
955,330,15,2026-06-19,Dropped
956,105,5,2026-04-26,Active
957,48,12,2023-10-10,Active
958,261,12,2023-11-05,Active
959,463,15,2023-08-07,Active
960,68,8,2025-09-10,Dropped
961,370,1,2026-06-24,Active
962,147,15,2025-08-23,Active
963,139,1,2025-10-04,Completed
964,315,15,2025-03-08,Completed
965,96,10,2023-12-30,Active
966,67,12,2026-02-09,Dropped
967,340,2,2023-07-27,Active
968,403,10,2024-12-05,Active
969,163,12,2024-01-21,Active
970,81,7,2025-05-18,Completed
971,499,16,2026-02-16,Active
972,217,6,2024-02-19,Active
973,453,16,2026-03-21,Active
974,198,17,2025-01-26,Completed
975,444,19,2024-08-25,Completed
976,418,15,2024-05-08,Completed
977,45,9,2025-03-14,Active
978,352,17,2024-06-28,Active
979,399,18,2025-04-28,Active
980,499,19,2025-01-19,Completed
981,285,10,2025-10-11,Active
982,54,20,2024-06-14,Active
983,500,16,2024-05-21,Active
984,316,18,2025-09-07,Active
985,121,14,2024-06-22,Active
986,390,8,2024-12-18,Active
987,402,20,2025-07-14,Dropped
988,181,14,2026-04-29,Active
989,151,3,2025-10-29,Dropped
990,474,5,2026-04-30,Active
991,225,17,2023-10-16,Active
992,30,6,2024-02-25,Dropped
993,284,17,2024-05-08,Completed
994,55,19,2023-09-29,Active
995,261,10,2025-02-01,Dropped
996,438,19,2024-02-21,Active
997,280,18,2026-03-01,Active
998,211,9,2025-06-21,Active
999,34,17,2026-06-15,Active
1000,201,15,2025-07-02,Active
