result_id,exam_id,student_id,marks_obtained,grade,pass_fail
865,7,467,52.78,D,Pass
866,7,261,27.4,F,Fail
867,7,397,40.69,D,Pass
868,7,166,51.35,D,Pass
869,7,382,66.67,C,Pass
870,7,200,25.7,F,Fail
871,7,471,75.46,B,Pass
872,7,203,38.42,F,Fail
873,7,466,74.95,B,Pass
874,7,343,29.46,F,Fail
875,7,36,91.83,A+,Pass
876,7,168,93.73,A+,Pass
877,7,113,36.16,F,Fail
878,7,346,59.31,D,Pass
879,7,402,91.94,A+,Pass
880,7,202,56.61,D,Pass
881,7,275,76.28,B,Pass
882,7,280,25.97,F,Fail
883,7,308,57.46,D,Pass
884,7,116,92.02,A+,Pass
885,7,409,24.52,F,Fail
886,7,215,38.88,F,Fail
887,7,137,83.8,A,Pass
888,7,379,23.61,F,Fail
889,7,149,71.17,B,Pass
890,7,415,53.51,D,Pass
891,7,253,96.09,A+,Pass
892,7,95,28.91,F,Fail
893,7,54,47.93,D,Pass
894,7,234,51.65,D,Pass
895,7,41,89.37,A,Pass
896,7,32,74.85,B,Pass
897,7,156,79.87,B,Pass
898,7,104,66.37,C,Pass
899,7,456,69.73,C,Pass
900,7,134,82.59,A,Pass
901,7,404,77.29,B,Pass
902,7,238,54.55,D,Pass
903,7,269,74.03,B,Pass
904,7,68,48.88,D,Pass
905,7,357,97.88,A+,Pass
906,7,427,31.22,F,Fail
907,7,111,94.93,A+,Pass
908,7,226,82.94,A,Pass
909,7,12,46.36,D,Pass
910,7,460,76.18,B,Pass
911,7,283,88.34,A,Pass
912,7,5,68.57,C,Pass
913,7,378,24.41,F,Fail
914,7,118,41.54,D,Pass
915,7,114,90.79,A+,Pass
916,7,327,30.96,F,Fail
917,7,46,22.64,F,Fail
918,7,258,46.17,D,Pass
919,7,131,45.4,D,Pass
920,7,309,46.52,D,Pass
921,7,128,57.89,D,Pass
922,7,333,77.84,B,Pass
923,7,319,63.02,C,Pass
924,7,374,55.59,D,Pass
925,7,248,36.43,F,Fail
926,7,127,21.5,F,Fail
927,7,485,96.98,A+,Pass
928,7,394,35.1,F,Fail
929,7,109,97.03,A+,Pass
930,7,438,80.26,A,Pass
931,7,451,23.82,F,Fail
932,7,257,40.02,D,Pass
933,7,181,36.99,F,Fail
934,7,192,56.56,D,Pass
935,7,133,20.56,F,Fail
936,7,93,67.98,C,Pass
937,7,211,26.83,F,Fail
938,7,464,80.0,A,Pass
939,7,328,47.96,D,Pass
940,8,118,46.74,D,Pass
941,8,138,44.25,D,Pass
942,8,309,81.77,A,Pass
943,8,257,45.68,D,Pass
944,8,405,92.51,A+,Pass
945,8,51,77.93,B,Pass
946,8,346,78.33,B,Pass
947,8,429,65.33,C,Pass
948,8,376,56.28,D,Pass
949,8,28,59.79,D,Pass
950,8,327,41.26,D,Pass
951,8,306,37.99,F,Fail
952,8,357,97.48,A+,Pass
953,8,314,66.24,C,Pass
954,8,300,37.11,F,Fail
955,8,90,77.9,B,Pass
956,8,213,65.7,C,Pass
957,8,238,53.3,D,Pass
958,8,444,52.49,D,Pass
959,8,56,88.32,A,Pass
960,8,12,83.35,A,Pass
961,8,17,57.05,D,Pass
962,8,350,58.03,D,Pass
963,8,263,43.49,D,Pass
964,8,57,69.47,C,Pass
965,8,410,30.07,F,Fail
966,8,7,68.64,C,Pass
967,8,404,50.03,D,Pass
968,8,128,67.71,C,Pass
969,8,124,74.57,B,Pass
970,8,170,76.81,B,Pass
971,8,302,93.39,A+,Pass
972,8,298,65.88,C,Pass
973,8,109,69.48,C,Pass
974,8,5,88.49,A,Pass
975,8,460,61.92,C,Pass
976,8,416,98.61,A+,Pass
977,8,308,54.36,D,Pass
978,8,345,34.92,F,Fail
979,8,106,88.09,A,Pass
980,8,197,83.87,A,Pass
981,8,156,96.32,A+,Pass
982,8,286,44.84,D,Pass
983,8,443,23.9,F,Fail
984,8,241,60.3,C,Pass
985,8,22,56.89,D,Pass
986,8,58,66.24,C,Pass
987,8,96,32.13,F,Fail
988,8,490,79.42,B,Pass
989,8,463,34.01,F,Fail
990,8,482,43.81,D,Pass
991,8,448,35.67,F,Fail
992,8,273,71.68,B,Pass
993,8,493,37.09,F,Fail
994,8,334,70.88,B,Pass
995,8,430,43.75,D,Pass
996,8,165,86.9,A,Pass
997,8,437,92.79,A+,Pass
998,8,43,21.16,F,Fail
999,8,126,20.83,F,Fail
1000,8,256,62.64,C,Pass
1001,8,193,62.3,C,Pass
1002,8,382,23.79,F,Fail
1003,8,26,87.64,A,Pass
1004,8,222,32.1,F,Fail
1005,8,338,38.68,F,Fail
1006,8,333,77.23,B,Pass
1007,8,297,89.36,A,Pass
1008,8,325,97.42,A+,Pass
1009,8,254,59.33,D,Pass
1010,8,331,59.58,D,Pass
1011,8,99,92.84,A+,Pass
1012,8,152,35.86,F,Fail
1013,8,194,80.44,A,Pass
1014,8,178,79.09,B,Pass
1015,8,127,39.54,F,Fail
1016,8,94,56.68,D,Pass
1017,8,470,95.68,A+,Pass
1018,8,224,80.7,A,Pass
1019,8,353,31.88,F,Fail
1020,8,252,74.82,B,Pass
1021,8,240,60.46,C,Pass
1022,8,356,85.36,A,Pass
1023,8,8,40.96,D,Pass
1024,8,214,59.34,D,Pass
1025,8,216,54.16,D,Pass
1026,8,225,92.87,A+,Pass
1027,8,227,92.07,A+,Pass
1028,8,359,74.73,B,Pass
1029,8,358,70.95,B,Pass
1030,8,81,98.91,A+,Pass
1031,8,324,84.15,A,Pass
1032,8,198,45.17,D,Pass
1033,8,319,25.69,F,Fail
1034,8,44,23.96,F,Fail
1035,8,59,90.11,A+,Pass
1036,8,105,71.59,B,Pass
1037,8,320,52.53,D,Pass
1038,8,278,25.1,F,Fail
1039,8,383,55.16,D,Pass
1040,8,433,24.64,F,Fail
1041,8,80,44.36,D,Pass
1042,8,177,54.62,D,Pass
1043,8,206,96.49,A+,Pass
1044,8,120,60.78,C,Pass
1045,8,412,85.18,A,Pass
1046,8,33,77.66,B,Pass
1047,8,386,60.56,C,Pass
1048,8,341,38.39,F,Fail
1049,8,52,32.76,F,Fail
1050,8,406,62.6,C,Pass
1051,8,30,91.29,A+,Pass
1052,8,196,25.89,F,Fail
1053,8,466,55.82,D,Pass
1054,9,442,20.33,F,Fail
1055,9,142,85.01,A,Pass
1056,9,349,49.66,D,Pass
1057,9,96,93.76,A+,Pass
1058,9,56,48.69,D,Pass
1059,9,122,86.8,A,Pass
1060,9,185,72.11,B,Pass
1061,9,113,45.86,D,Pass
1062,9,270,81.9,A,Pass
1063,9,214,32.06,F,Fail
1064,9,434,46.3,D,Pass
1065,9,222,94.48,A+,Pass
1066,9,415,30.13,F,Fail
1067,9,485,76.58,B,Pass
1068,9,64,91.17,A+,Pass
1069,9,213,45.14,D,Pass
1070,9,166,93.0,A+,Pass
1071,9,154,34.89,F,Fail
1072,9,163,89.55,A,Pass
1073,9,370,20.82,F,Fail
1074,9,184,92.27,A+,Pass
1075,9,391,99.9,A+,Pass
1076,9,207,21.42,F,Fail
1077,9,37,68.79,C,Pass
1078,9,22,81.35,A,Pass
1079,9,452,50.57,D,Pass
1080,9,264,38.46,F,Fail
1081,9,421,51.45,D,Pass
1082,9,248,44.75,D,Pass
1083,9,143,52.46,D,Pass
1084,9,282,85.61,A,Pass
1085,9,460,46.95,D,Pass
1086,9,279,78.34,B,Pass
1087,9,384,27.1,F,Fail
1088,9,348,82.32,A,Pass
1089,9,302,96.99,A+,Pass
1090,9,218,92.51,A+,Pass
1091,9,295,79.92,B,Pass
1092,9,231,51.62,D,Pass
1093,9,486,24.67,F,Fail
1094,9,425,67.72,C,Pass
1095,9,97,86.51,A,Pass
1096,9,293,47.21,D,Pass
1097,9,307,76.85,B,Pass
1098,9,497,52.29,D,Pass
1099,9,364,62.22,C,Pass
1100,9,262,71.31,B,Pass
1101,9,108,65.38,C,Pass
1102,9,453,57.18,D,Pass
1103,9,354,37.76,F,Fail
1104,9,408,39.68,F,Fail
1105,9,195,57.46,D,Pass
1106,9,467,58.77,D,Pass
1107,9,50,97.27,A+,Pass
1108,9,488,35.36,F,Fail
1109,9,128,91.06,A+,Pass
1110,9,463,47.7,D,Pass
1111,9,285,82.21,A,Pass
1112,9,447,42.51,D,Pass
1113,9,298,44.3,D,Pass
1114,9,337,78.5,B,Pass
1115,9,35,40.23,D,Pass
1116,9,284,55.54,D,Pass
1117,9,171,70.99,B,Pass
1118,9,286,38.76,F,Fail
1119,9,161,45.4,D,Pass
1120,9,347,37.42,F,Fail
1121,9,317,36.57,F,Fail
1122,9,31,78.78,B,Pass
1123,9,491,77.35,B,Pass
1124,9,345,30.71,F,Fail
1125,9,225,24.9,F,Fail
1126,9,272,90.76,A+,Pass
1127,9,168,20.87,F,Fail
1128,9,475,49.32,D,Pass
1129,9,406,60.68,C,Pass
1130,9,403,22.73,F,Fail
1131,9,476,55.57,D,Pass
1132,9,310,54.32,D,Pass
1133,9,382,93.2,A+,Pass
1134,9,269,49.43,D,Pass
1135,9,291,90.99,A+,Pass
1136,9,392,25.51,F,Fail
1137,9,33,54.9,D,Pass
1138,9,20,99.34,A+,Pass
1139,9,146,97.35,A+,Pass
1140,9,28,48.04,D,Pass
1141,9,27,84.73,A,Pass
1142,9,158,33.2,F,Fail
1143,9,306,63.84,C,Pass
1144,9,472,90.94,A+,Pass
1145,9,308,71.23,B,Pass
1146,9,500,38.16,F,Fail
1147,9,457,27.65,F,Fail
1148,9,251,54.41,D,Pass
1149,9,464,54.02,D,Pass
1150,9,429,20.91,F,Fail
1151,9,321,53.22,D,Pass
1152,9,45,89.99,A,Pass
1153,9,353,53.1,D,Pass
1154,9,186,76.16,B,Pass
1155,9,170,61.29,C,Pass
1156,9,144,46.24,D,Pass
1157,9,211,21.42,F,Fail
1158,9,423,38.49,F,Fail
1159,9,107,96.14,A+,Pass
1160,9,446,43.53,D,Pass
1161,9,427,43.91,D,Pass
1162,9,181,89.0,A,Pass
1163,9,19,21.11,F,Fail
1164,9,324,24.67,F,Fail
1165,9,289,88.37,A,Pass
1166,9,92,77.28,B,Pass
1167,9,156,73.53,B,Pass
1168,9,458,54.92,D,Pass
1169,9,461,86.62,A,Pass
1170,9,469,62.18,C,Pass
1171,9,495,50.92,D,Pass
1172,9,192,65.92,C,Pass
1173,9,183,73.06,B,Pass
1174,9,160,25.53,F,Fail
1175,9,127,50.58,D,Pass
1176,9,336,57.1,D,Pass
1177,9,471,57.82,D,Pass
1178,9,438,90.55,A+,Pass
1179,9,385,78.51,B,Pass
1180,9,477,81.14,A,Pass
1181,9,85,50.32,D,Pass
1182,9,244,73.57,B,Pass
1183,9,247,37.36,F,Fail
1184,9,352,20.35,F,Fail
1185,9,199,36.2,F,Fail
1186,9,433,75.18,B,Pass
1187,9,343,66.94,C,Pass
1188,9,88,43.02,D,Pass
1189,9,48,76.21,B,Pass
1190,9,90,78.33,B,Pass
1191,9,172,90.61,A+,Pass
1192,9,426,65.43,C,Pass
1193,9,380,99.1,A+,Pass
1194,10,192,81.76,A,Pass
1195,10,147,89.23,A,Pass
1196,10,138,65.31,C,Pass
1197,10,442,69.46,C,Pass
1198,10,369,49.6,D,Pass
1199,10,296,99.07,A+,Pass
1200,10,415,23.85,F,Fail
1201,10,315,71.61,B,Pass
1202,10,2,66.57,C,Pass
1203,10,157,95.34,A+,Pass
1204,10,59,80.25,A,Pass
1205,10,393,79.88,B,Pass
1206,10,136,96.85,A+,Pass
1207,10,484,79.76,B,Pass
1208,10,3,57.91,D,Pass
1209,10,330,55.6,D,Pass
1210,10,462,39.71,F,Fail
1211,10,382,82.53,A,Pass
1212,10,358,33.96,F,Fail
1213,10,295,27.78,F,Fail
1214,10,339,72.69,B,Pass
1215,10,249,87.24,A,Pass
1216,10,126,68.4,C,Pass
1217,10,124,87.31,A,Pass
1218,10,117,71.8,B,Pass
1219,10,39,77.07,B,Pass
1220,10,246,98.16,A+,Pass
1221,10,266,73.65,B,Pass
1222,10,114,73.28,B,Pass
1223,10,371,91.56,A+,Pass
1224,10,427,28.37,F,Fail
1225,10,67,78.35,B,Pass
1226,10,496,30.07,F,Fail
1227,10,405,57.36,D,Pass
1228,10,377,76.99,B,Pass
1229,10,73,80.43,A,Pass
1230,10,304,42.02,D,Pass
1231,10,287,94.04,A+,Pass
1232,10,220,82.07,A,Pass
1233,10,345,37.42,F,Fail
1234,10,18,66.31,C,Pass
1235,10,400,74.28,B,Pass
1236,10,69,56.95,D,Pass
1237,10,216,21.17,F,Fail
1238,10,450,36.84,F,Fail
1239,10,438,43.01,D,Pass
1240,10,270,78.1,B,Pass
1241,10,177,47.95,D,Pass
1242,10,272,78.18,B,Pass
1243,10,342,51.14,D,Pass
1244,10,280,71.95,B,Pass
1245,10,308,24.86,F,Fail
1246,10,477,40.6,D,Pass
1247,10,179,31.47,F,Fail
1248,10,208,71.84,B,Pass
1249,10,499,90.75,A+,Pass
1250,10,356,24.04,F,Fail
1251,10,269,58.28,D,Pass
1252,10,52,41.53,D,Pass
1253,10,453,99.45,A+,Pass
1254,10,298,71.66,B,Pass
1255,10,80,56.98,D,Pass
1256,10,362,48.58,D,Pass
1257,10,454,38.88,F,Fail
1258,10,413,64.92,C,Pass
1259,10,261,60.7,C,Pass
1260,10,336,86.94,A,Pass
1261,10,51,34.67,F,Fail
1262,10,292,36.94,F,Fail
1263,10,487,67.24,C,Pass
1264,10,426,73.7,B,Pass
1265,10,374,24.68,F,Fail
1266,10,201,56.05,D,Pass
1267,10,406,68.19,C,Pass
1268,10,380,70.91,B,Pass
1269,10,89,80.79,A,Pass
1270,10,206,73.94,B,Pass
1271,10,455,74.49,B,Pass
1272,10,353,66.61,C,Pass
1273,10,191,91.71,A+,Pass
1274,10,113,95.3,A+,Pass
1275,10,291,65.05,C,Pass
1276,10,389,91.98,A+,Pass
1277,10,286,99.59,A+,Pass
1278,10,321,25.2,F,Fail
1279,10,210,91.45,A+,Pass
1280,10,129,43.52,D,Pass
1281,10,449,63.61,C,Pass
1282,10,134,39.26,F,Fail
1283,10,401,86.02,A,Pass
1284,10,161,26.98,F,Fail
1285,10,411,23.23,F,Fail
1286,10,27,61.58,C,Pass
1287,10,85,81.8,A,Pass
1288,10,153,22.77,F,Fail
1289,10,327,82.81,A,Pass
1290,10,155,49.76,D,Pass
1291,10,133,57.55,D,Pass
1292,10,322,87.98,A,Pass
1293,10,159,43.61,D,Pass
1294,10,257,23.15,F,Fail
1295,10,414,48.51,D,Pass
1296,10,119,74.94,B,Pass
1297,10,214,73.83,B,Pass
1298,10,381,25.59,F,Fail
1299,10,331,66.34,C,Pass
1300,10,407,99.6,A+,Pass
1301,10,207,23.09,F,Fail
1302,10,11,99.71,A+,Pass
1303,10,189,48.19,D,Pass
1304,10,240,51.13,D,Pass
1305,10,297,94.76,A+,Pass
1306,10,182,59.56,D,Pass
1307,10,12,60.16,C,Pass
1308,10,320,70.79,B,Pass
1309,10,152,20.6,F,Fail
1310,10,86,32.7,F,Fail
1311,10,53,60.57,C,Pass
1312,10,275,47.49,D,Pass
1313,10,176,53.03,D,Pass
1314,11,155,43.25,D,Pass
1315,11,103,31.31,F,Fail
1316,11,309,29.36,F,Fail
1317,11,36,78.63,B,Pass
1318,11,83,68.07,C,Pass
1319,11,254,78.79,B,Pass
1320,11,97,62.63,C,Pass
1321,11,239,91.34,A+,Pass
1322,11,172,47.36,D,Pass
1323,11,328,67.62,C,Pass
1324,11,104,90.73,A+,Pass
1325,11,294,67.08,C,Pass
1326,11,303,39.68,F,Fail
1327,11,229,25.02,F,Fail
1328,11,423,71.14,B,Pass
1329,11,40,97.96,A+,Pass
1330,11,12,52.71,D,Pass
1331,11,125,55.19,D,Pass
1332,11,95,97.09,A+,Pass
1333,11,324,65.2,C,Pass
1334,11,133,66.75,C,Pass
1335,11,482,61.33,C,Pass
1336,11,142,80.56,A,Pass
1337,11,130,49.43,D,Pass
1338,11,424,99.42,A+,Pass
1339,11,477,52.16,D,Pass
1340,11,63,21.74,F,Fail
1341,11,330,90.27,A+,Pass
1342,11,24,67.36,C,Pass
1343,11,132,74.72,B,Pass
1344,11,199,43.32,D,Pass
1345,11,288,64.72,C,Pass
1346,11,280,44.54,D,Pass
1347,11,191,57.35,D,Pass
1348,11,29,98.04,A+,Pass
1349,11,336,64.94,C,Pass
1350,11,224,29.32,F,Fail
1351,11,34,68.65,C,Pass
1352,11,264,77.24,B,Pass
1353,11,448,28.33,F,Fail
1354,11,249,40.01,D,Pass
1355,11,352,73.62,B,Pass
1356,11,378,52.36,D,Pass
1357,11,19,91.28,A+,Pass
1358,11,233,26.1,F,Fail
1359,11,495,80.61,A,Pass
1360,11,86,30.52,F,Fail
1361,11,425,99.48,A+,Pass
1362,11,35,28.65,F,Fail
1363,11,141,85.11,A,Pass
1364,11,91,54.56,D,Pass
1365,11,396,90.9,A+,Pass
1366,11,384,41.44,D,Pass
1367,11,134,33.83,F,Fail
1368,11,473,50.65,D,Pass
1369,11,42,75.66,B,Pass
1370,11,170,24.12,F,Fail
1371,11,421,92.17,A+,Pass
1372,11,301,38.8,F,Fail
1373,11,167,44.75,D,Pass
1374,11,144,87.24,A,Pass
1375,11,185,29.2,F,Fail
1376,11,116,42.38,D,Pass
1377,11,370,73.18,B,Pass
1378,11,406,34.96,F,Fail
1379,11,151,39.08,F,Fail
1380,11,50,82.04,A,Pass
1381,11,4,45.19,D,Pass
1382,11,44,73.34,B,Pass
1383,11,146,81.23,A,Pass
1384,11,51,97.01,A+,Pass
1385,11,420,47.15,D,Pass
1386,11,381,54.39,D,Pass
1387,11,290,80.75,A,Pass
1388,11,314,34.19,F,Fail
1389,11,316,41.65,D,Pass
1390,11,187,45.84,D,Pass
1391,11,119,66.27,C,Pass
1392,11,82,81.17,A,Pass
1393,11,405,42.36,D,Pass
1394,11,98,61.7,C,Pass
1395,11,127,53.75,D,Pass
1396,11,467,89.21,A,Pass
1397,11,124,59.2,D,Pass
1398,11,232,92.01,A+,Pass
1399,11,494,33.45,F,Fail
1400,11,411,87.81,A,Pass
1401,11,206,37.79,F,Fail
1402,11,227,87.29,A,Pass
1403,11,453,97.86,A+,Pass
1404,11,457,71.45,B,Pass
1405,11,196,94.4,A+,Pass
1406,11,461,47.61,D,Pass
1407,11,147,49.76,D,Pass
1408,11,61,30.62,F,Fail
1409,11,348,46.6,D,Pass
1410,11,355,71.34,B,Pass
1411,11,230,37.02,F,Fail
1412,11,49,39.12,F,Fail
1413,11,300,54.78,D,Pass
1414,11,286,49.51,D,Pass
1415,11,160,31.55,F,Fail
1416,11,65,31.29,F,Fail
1417,11,66,30.67,F,Fail
1418,11,306,87.63,A,Pass
1419,11,41,96.81,A+,Pass
1420,11,345,32.42,F,Fail
1421,11,87,40.69,D,Pass
1422,11,10,53.69,D,Pass
1423,11,422,95.99,A+,Pass
1424,11,48,20.79,F,Fail
1425,11,311,39.63,F,Fail
1426,11,76,93.63,A+,Pass
1427,11,89,94.1,A+,Pass
1428,11,358,34.8,F,Fail
1429,11,252,29.18,F,Fail
1430,11,122,62.51,C,Pass
1431,11,145,50.06,D,Pass
1432,11,107,94.21,A+,Pass
1433,11,88,43.63,D,Pass
1434,11,489,47.74,D,Pass
1435,11,418,60.49,C,Pass
1436,11,332,55.86,D,Pass
1437,11,74,51.41,D,Pass
1438,11,438,28.18,F,Fail
1439,11,440,26.24,F,Fail
1440,11,487,85.21,A,Pass
1441,11,326,58.15,D,Pass
1442,11,333,48.35,D,Pass
1443,11,15,47.56,D,Pass
1444,11,222,42.36,D,Pass
1445,11,451,87.82,A,Pass
1446,11,478,99.89,A+,Pass
1447,11,444,28.56,F,Fail
1448,11,266,23.16,F,Fail
1449,11,256,71.19,B,Pass
1450,11,369,78.78,B,Pass
1451,11,246,33.73,F,Fail
1452,11,372,51.31,D,Pass
1453,11,47,53.84,D,Pass
1454,11,9,64.66,C,Pass
1455,11,455,56.03,D,Pass
1456,11,484,56.04,D,Pass
1457,11,498,50.98,D,Pass
1458,12,143,58.03,D,Pass
1459,12,61,42.14,D,Pass
1460,12,374,42.29,D,Pass
1461,12,134,96.52,A+,Pass
1462,12,346,96.33,A+,Pass
1463,12,53,33.9,F,Fail
1464,12,86,71.83,B,Pass
1465,12,421,28.64,F,Fail
1466,12,247,70.34,B,Pass
1467,12,410,63.66,C,Pass
1468,12,187,92.77,A+,Pass
1469,12,100,74.54,B,Pass
1470,12,17,99.84,A+,Pass
1471,12,447,92.6,A+,Pass
1472,12,127,63.08,C,Pass
1473,12,113,99.4,A+,Pass
1474,12,183,57.62,D,Pass
1475,12,180,61.85,C,Pass
1476,12,170,55.89,D,Pass
1477,12,161,21.02,F,Fail
1478,12,327,96.34,A+,Pass
1479,12,280,80.57,A,Pass
1480,12,163,34.84,F,Fail
1481,12,320,87.72,A,Pass
1482,12,265,43.13,D,Pass
1483,12,460,76.74,B,Pass
1484,12,475,71.08,B,Pass
1485,12,46,84.67,A,Pass
1486,12,168,35.86,F,Fail
1487,12,264,50.88,D,Pass
1488,12,31,99.18,A+,Pass
1489,12,335,40.6,D,Pass
1490,12,104,59.14,D,Pass
1491,12,297,72.8,B,Pass
1492,12,385,88.04,A,Pass
1493,12,363,59.6,D,Pass
1494,12,277,56.38,D,Pass
1495,12,178,82.37,A,Pass
1496,12,270,27.32,F,Fail
1497,12,443,66.42,C,Pass
1498,12,109,23.88,F,Fail
1499,12,9,99.26,A+,Pass
1500,12,379,94.56,A+,Pass
1501,12,233,83.11,A,Pass
1502,12,177,32.98,F,Fail
1503,12,360,30.15,F,Fail
1504,12,417,43.53,D,Pass
1505,12,34,60.66,C,Pass
1506,12,424,37.28,F,Fail
1507,12,215,22.06,F,Fail
1508,12,371,77.39,B,Pass
1509,12,246,94.74,A+,Pass
1510,12,121,57.74,D,Pass
1511,12,303,87.88,A,Pass
1512,12,106,75.6,B,Pass
1513,12,137,52.42,D,Pass
1514,12,85,59.99,D,Pass
1515,12,433,46.57,D,Pass
1516,12,223,49.02,D,Pass
1517,12,284,24.09,F,Fail
1518,12,16,37.15,F,Fail
1519,12,69,40.3,D,Pass
1520,12,376,50.84,D,Pass
1521,12,392,98.07,A+,Pass
1522,12,458,43.15,D,Pass
1523,12,124,86.34,A,Pass
1524,12,150,48.99,D,Pass
1525,12,499,60.25,C,Pass
1526,12,427,66.82,C,Pass
1527,12,138,77.27,B,Pass
1528,12,30,40.47,D,Pass
1529,12,156,68.83,C,Pass
1530,12,362,86.43,A,Pass
1531,12,428,95.94,A+,Pass
1532,12,304,67.18,C,Pass
1533,12,382,38.16,F,Fail
1534,12,305,27.72,F,Fail
1535,12,131,49.99,D,Pass
1536,12,494,72.06,B,Pass
1537,12,463,85.4,A,Pass
1538,12,237,86.57,A,Pass
1539,12,52,75.04,B,Pass
1540,12,269,23.88,F,Fail
1541,12,411,71.85,B,Pass
1542,12,40,53.44,D,Pass
1543,12,495,87.76,A,Pass
1544,12,474,36.99,F,Fail
1545,12,319,35.36,F,Fail
1546,12,227,38.05,F,Fail
1547,12,226,38.72,F,Fail
1548,12,42,30.13,F,Fail
1549,12,51,22.53,F,Fail
1550,12,201,70.7,B,Pass
1551,12,146,74.16,B,Pass
1552,12,45,27.53,F,Fail
1553,12,230,42.25,D,Pass
1554,12,24,57.51,D,Pass
1555,12,103,70.47,B,Pass
1556,12,49,87.62,A,Pass
1557,12,423,99.98,A+,Pass
1558,12,332,63.79,C,Pass
1559,12,4,42.85,D,Pass
1560,12,477,74.44,B,Pass
1561,12,278,91.95,A+,Pass
1562,12,212,78.26,B,Pass
1563,12,272,31.76,F,Fail
1564,12,337,20.9,F,Fail
1565,12,176,32.92,F,Fail
1566,12,334,74.02,B,Pass
1567,12,390,44.95,D,Pass
1568,12,39,47.65,D,Pass
1569,12,2,77.43,B,Pass
1570,12,239,90.52,A+,Pass
1571,12,135,38.76,F,Fail
1572,12,419,80.83,A,Pass
1573,12,32,33.09,F,Fail
1574,12,125,73.96,B,Pass
1575,12,55,89.18,A,Pass
1576,13,348,51.09,D,Pass
1577,13,234,46.12,D,Pass
1578,13,414,92.84,A+,Pass
1579,13,18,95.63,A+,Pass
1580,13,210,44.36,D,Pass
1581,13,104,59.39,D,Pass
1582,13,497,96.2,A+,Pass
1583,13,446,96.66,A+,Pass
1584,13,252,70.16,B,Pass
1585,13,435,56.01,D,Pass
1586,13,278,35.22,F,Fail
1587,13,228,39.88,F,Fail
1588,13,3,70.19,B,Pass
1589,13,231,73.69,B,Pass
1590,13,338,33.29,F,Fail
1591,13,40,63.7,C,Pass
1592,13,355,74.84,B,Pass
1593,13,211,84.51,A,Pass
1594,13,214,70.53,B,Pass
1595,13,342,46.89,D,Pass
1596,13,273,23.29,F,Fail
1597,13,285,88.94,A,Pass
1598,13,33,42.14,D,Pass
1599,13,254,27.71,F,Fail
1600,13,357,42.83,D,Pass
1601,13,88,47.9,D,Pass
1602,13,277,75.19,B,Pass
1603,13,44,96.8,A+,Pass
1604,13,101,40.22,D,Pass
1605,13,484,32.14,F,Fail
1606,13,393,40.71,D,Pass
1607,13,138,39.12,F,Fail
1608,13,253,50.69,D,Pass
1609,13,344,80.09,A,Pass
1610,13,189,72.58,B,Pass
1611,13,336,43.54,D,Pass
1612,13,420,42.7,D,Pass
1613,13,289,98.95,A+,Pass
1614,13,99,50.67,D,Pass
1615,13,382,24.71,F,Fail
1616,13,276,23.31,F,Fail
1617,13,192,99.82,A+,Pass
1618,13,306,59.08,D,Pass
1619,13,275,85.71,A,Pass
1620,13,179,58.86,D,Pass
1621,13,309,90.1,A+,Pass
1622,13,268,85.48,A,Pass
1623,13,38,40.14,D,Pass
1624,13,135,52.34,D,Pass
1625,13,49,72.48,B,Pass
1626,13,328,72.78,B,Pass
1627,13,128,75.83,B,Pass
1628,13,183,21.74,F,Fail
1629,13,475,80.61,A,Pass
1630,13,176,81.37,A,Pass
1631,13,29,82.03,A,Pass
1632,13,323,25.99,F,Fail
1633,13,77,87.06,A,Pass
1634,13,454,91.31,A+,Pass
1635,13,462,31.36,F,Fail
1636,13,474,30.08,F,Fail
1637,13,79,55.34,D,Pass
1638,13,288,26.58,F,Fail
1639,13,361,70.27,B,Pass
1640,13,294,53.63,D,Pass
1641,13,398,45.21,D,Pass
1642,13,269,62.78,C,Pass
1643,13,313,90.45,A+,Pass
1644,13,367,22.99,F,Fail
1645,13,110,39.47,F,Fail
1646,13,499,20.78,F,Fail
1647,13,73,76.32,B,Pass
1648,13,148,67.54,C,Pass
1649,13,156,67.6,C,Pass
1650,13,118,56.34,D,Pass
1651,13,119,78.93,B,Pass
1652,13,46,45.37,D,Pass
1653,13,137,78.84,B,Pass
1654,13,191,49.96,D,Pass
1655,13,466,85.52,A,Pass
1656,13,470,53.64,D,Pass
1657,13,170,54.32,D,Pass
1658,13,152,42.28,D,Pass
1659,13,16,94.01,A+,Pass
1660,13,452,87.6,A,Pass
1661,13,493,98.05,A+,Pass
1662,13,443,98.02,A+,Pass
1663,13,372,33.65,F,Fail
1664,13,324,34.54,F,Fail
1665,13,449,95.33,A+,Pass
1666,13,166,42.03,D,Pass
1667,13,96,26.54,F,Fail
1668,13,97,92.29,A+,Pass
1669,13,174,20.91,F,Fail
1670,13,455,55.13,D,Pass
1671,13,71,78.4,B,Pass
1672,13,61,62.28,C,Pass
1673,13,167,40.9,D,Pass
1674,13,114,35.44,F,Fail
1675,13,415,41.97,D,Pass
1676,13,272,46.39,D,Pass
1677,13,147,84.97,A,Pass
1678,13,25,55.38,D,Pass
1679,13,279,85.8,A,Pass
1680,13,142,65.13,C,Pass
1681,13,488,31.82,F,Fail
1682,13,383,54.78,D,Pass
1683,13,477,95.65,A+,Pass
1684,13,301,78.66,B,Pass
1685,13,371,78.42,B,Pass
1686,13,280,55.78,D,Pass
1687,13,476,45.9,D,Pass
